O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,C_MKTSEGMENT,C_ACCTBAL,C_REGION,TOTAL_QUANTITY,AVG_DISCOUNT,TOTAL_DISCOUNT_VALUE,ITEM_COUNT,MAX_SHIP_DELAY
3465989,35323,O,37388.11,1998-08-01,2-HIGH,FURNITURE,2969.77,ASIA,28.00,0.03500000,1324.4658,2,18
2138695,102923,O,149324.21,1998-08-01,5-LOW,BUILDING,441.15,ASIA,88.00,0.03666667,6590.4008,3,29
2233350,73048,O,183797.73,1998-08-01,4-NOT SPECIFIED,FURNITURE,4987.57,AFRICA,126.00,0.04000000,3266.9658,5,30
5496545,99680,O,40985.67,1998-08-01,5-LOW,AUTOMOBILE,1731.34,MIDDLE EAST,31.00,0.03500000,1938.1662,2,25
2904995,19028,O,92466.45,1998-08-01,4-NOT SPECIFIED,MACHINERY,-965.47,EUROPE,72.00,0.03333333,4965.8852,3,10
677669,119411,O,81327.66,1998-08-01,2-HIGH,BUILDING,3915.29,AFRICA,56.00,0.02333333,1020.4920,3,28
4392965,33658,O,243396.31,1998-08-01,5-LOW,HOUSEHOLD,5122.12,AMERICA,157.00,0.06750000,17822.9708,4,26
3519047,124877,O,209814.24,1998-08-01,3-MEDIUM,HOUSEHOLD,8803.24,AMERICA,115.00,0.05000000,6760.1554,4,23
1932549,75130,O,126890.56,1998-08-01,5-LOW,AUTOMOBILE,3105.80,EUROPE,81.00,0.03500000,3578.8342,4,24
4105890,7987,O,269250.69,1998-08-01,1-URGENT,HOUSEHOLD,8340.38,MIDDLE EAST,213.00,0.03666667,11235.9729,6,30
2811750,18707,O,213442.93,1998-08-01,2-HIGH,HOUSEHOLD,-400.33,MIDDLE EAST,159.00,0.07666667,16263.3266,6,28
660327,128054,O,18628.61,1998-08-01,2-HIGH,HOUSEHOLD,5615.69,ASIA,12.00,0.05500000,897.2898,2,17
1262566,97261,O,93973.72,1998-08-01,4-NOT SPECIFIED,MACHINERY,8032.75,MIDDLE EAST,49.00,0.04000000,3625.5296,1,14
4842402,6766,O,170240.89,1998-08-01,2-HIGH,FURNITURE,4814.57,MIDDLE EAST,108.00,0.04000000,5324.6665,4,21
5229316,9604,O,283545.15,1998-08-01,2-HIGH,AUTOMOBILE,9351.95,ASIA,207.00,0.05714286,15738.9440,7,27
586374,141431,O,31912.33,1998-08-01,2-HIGH,HOUSEHOLD,6090.22,AMERICA,20.00,0.07000000,2378.2220,1,21
4789381,19292,O,208751.17,1998-08-01,4-NOT SPECIFIED,AUTOMOBILE,324.48,AMERICA,189.00,0.04428571,10159.7483,7,30
